Packetnummer;Ware;fuellstand;veschickt um;angekommen um
910;milch;0;2017-06-15 01:28:16.886;2017-06-15 01:28:16.887
911;milch;0;2017-06-15 01:28:22.89;2017-06-15 01:28:22.89
912;milch;0;2017-06-15 01:28:28.893;2017-06-15 01:28:28.893
913;milch;0;2017-06-15 01:28:34.896;2017-06-15 01:28:34.896
914;milch;0;2017-06-15 01:28:40.899;2017-06-15 01:28:40.899
915;milch;0;2017-06-15 01:28:46.908;2017-06-15 01:28:46.909
916;milch;0;2017-06-15 01:28:52.912;2017-06-15 01:28:52.912
917;milch;0;2017-06-15 01:28:58.915;2017-06-15 01:28:58.915
918;milch;0;2017-06-15 01:29:04.918;2017-06-15 01:29:04.918
919;milch;0;2017-06-15 01:29:10.922;2017-06-15 01:29:10.922
920;milch;0;2017-06-15 01:29:16.942;2017-06-15 01:29:16.943
921;milch;0;2017-06-15 01:29:22.959;2017-06-15 01:29:22.959
922;milch;0;2017-06-15 01:29:28.962;2017-06-15 01:29:28.962
923;milch;0;2017-06-15 01:29:34.966;2017-06-15 01:29:34.966
924;milch;0;2017-06-15 01:29:40.97;2017-06-15 01:29:40.97
925;milch;0;2017-06-15 01:29:46.974;2017-06-15 01:29:46.975
926;milch;0;2017-06-15 01:29:52.99;2017-06-15 01:29:52.99
927;milch;0;2017-06-15 01:29:58.994;2017-06-15 01:29:58.994
928;milch;0;2017-06-15 01:30:04.998;2017-06-15 01:30:04.998
929;milch;0;2017-06-15 01:30:11.001;2017-06-15 01:30:11.001
930;milch;0;2017-06-15 01:30:17.004;2017-06-15 01:30:17.005
931;milch;0;2017-06-15 01:30:23.008;2017-06-15 01:30:23.008
932;milch;0;2017-06-15 01:30:29.011;2017-06-15 01:30:29.011
933;milch;0;2017-06-15 01:30:35.013;2017-06-15 01:30:35.013
934;milch;0;2017-06-15 01:30:41.016;2017-06-15 01:30:41.016
935;milch;0;2017-06-15 01:30:47.018;2017-06-15 01:30:47.019
936;milch;0;2017-06-15 01:30:53.021;2017-06-15 01:30:53.021
937;milch;0;2017-06-15 01:30:59.024;2017-06-15 01:30:59.024
938;milch;0;2017-06-15 01:31:05.027;2017-06-15 01:31:05.027
939;milch;0;2017-06-15 01:31:11.03;2017-06-15 01:31:11.03
940;milch;0;2017-06-15 01:31:17.033;2017-06-15 01:31:17.034
941;milch;0;2017-06-15 01:31:23.062;2017-06-15 01:31:23.062
942;milch;0;2017-06-15 01:31:29.065;2017-06-15 01:31:29.065
943;milch;0;2017-06-15 01:31:35.068;2017-06-15 01:31:35.068
944;milch;0;2017-06-15 01:31:41.071;2017-06-15 01:31:41.071
945;milch;0;2017-06-15 01:31:47.074;2017-06-15 01:31:47.075
946;milch;0;2017-06-15 01:31:53.077;2017-06-15 01:31:53.077
947;milch;0;2017-06-15 01:31:59.08;2017-06-15 01:31:59.08
948;milch;0;2017-06-15 01:32:05.083;2017-06-15 01:32:05.083
949;milch;0;2017-06-15 01:32:11.099;2017-06-15 01:32:11.099
950;milch;0;2017-06-15 01:32:17.102;2017-06-15 01:32:17.103
951;milch;0;2017-06-15 01:32:23.105;2017-06-15 01:32:23.105
952;milch;0;2017-06-15 01:32:29.108;2017-06-15 01:32:29.108
953;milch;0;2017-06-15 01:32:35.111;2017-06-15 01:32:35.111
954;milch;0;2017-06-15 01:32:41.121;2017-06-15 01:32:41.121
955;milch;0;2017-06-15 01:32:47.124;2017-06-15 01:32:47.125
956;milch;0;2017-06-15 01:32:53.127;2017-06-15 01:32:53.127
957;milch;0;2017-06-15 01:32:59.145;2017-06-15 01:32:59.145
958;milch;0;2017-06-15 01:33:05.148;2017-06-15 01:33:05.148
959;milch;0;2017-06-15 01:33:11.15;2017-06-15 01:33:11.15
960;milch;0;2017-06-15 01:33:17.152;2017-06-15 01:33:17.153
961;milch;0;2017-06-15 01:33:23.155;2017-06-15 01:33:23.155
962;milch;0;2017-06-15 01:33:29.157;2017-06-15 01:33:29.157
963;milch;0;2017-06-15 01:33:35.159;2017-06-15 01:33:35.159
964;milch;0;2017-06-15 01:33:41.177;2017-06-15 01:33:41.177
965;milch;0;2017-06-15 01:33:47.179;2017-06-15 01:33:47.18
966;milch;0;2017-06-15 01:33:53.182;2017-06-15 01:33:53.182
967;milch;0;2017-06-15 01:33:59.184;2017-06-15 01:33:59.184
968;milch;0;2017-06-15 01:34:05.186;2017-06-15 01:34:05.186
969;milch;0;2017-06-15 01:34:11.188;2017-06-15 01:34:11.188
970;milch;0;2017-06-15 01:34:17.19;2017-06-15 01:34:17.191
971;milch;0;2017-06-15 01:34:23.208;2017-06-15 01:34:23.208
972;milch;0;2017-06-15 01:34:29.21;2017-06-15 01:34:29.21
973;milch;0;2017-06-15 01:34:35.212;2017-06-15 01:34:35.212
974;milch;0;2017-06-15 01:34:41.214;2017-06-15 01:34:41.214
975;milch;0;2017-06-15 01:34:47.239;2017-06-15 01:34:47.24
976;milch;0;2017-06-15 01:34:53.242;2017-06-15 01:34:53.242
977;milch;0;2017-06-15 01:34:59.271;2017-06-15 01:34:59.271
978;milch;0;2017-06-15 01:35:05.273;2017-06-15 01:35:05.273
979;milch;0;2017-06-15 01:35:11.275;2017-06-15 01:35:11.275
980;milch;0;2017-06-15 01:35:17.277;2017-06-15 01:35:17.278
981;milch;0;2017-06-15 01:35:23.299;2017-06-15 01:35:23.299
982;milch;0;2017-06-15 01:35:29.302;2017-06-15 01:35:29.302
983;milch;0;2017-06-15 01:35:35.304;2017-06-15 01:35:35.304
984;milch;0;2017-06-15 01:35:41.306;2017-06-15 01:35:41.306
985;milch;0;2017-06-15 01:35:47.309;2017-06-15 01:35:47.31
986;milch;0;2017-06-15 01:35:53.312;2017-06-15 01:35:53.312
987;milch;0;2017-06-15 01:35:59.315;2017-06-15 01:35:59.315
988;milch;0;2017-06-15 01:36:05.318;2017-06-15 01:36:05.318
989;milch;0;2017-06-15 01:36:11.321;2017-06-15 01:36:11.321
990;milch;0;2017-06-15 01:36:17.324;2017-06-15 01:36:17.325
991;milch;0;2017-06-15 01:36:23.328;2017-06-15 01:36:23.328
992;milch;0;2017-06-15 01:36:29.331;2017-06-15 01:36:29.331
993;milch;0;2017-06-15 01:36:35.334;2017-06-15 01:36:35.334
994;milch;0;2017-06-15 01:36:41.337;2017-06-15 01:36:41.337
995;milch;0;2017-06-15 01:36:47.34;2017-06-15 01:36:47.341
996;milch;0;2017-06-15 01:36:53.344;2017-06-15 01:36:53.344
997;milch;0;2017-06-15 01:36:59.347;2017-06-15 01:36:59.347
998;milch;0;2017-06-15 01:37:05.35;2017-06-15 01:37:05.35
999;milch;0;2017-06-15 01:37:11.353;2017-06-15 01:37:11.353
1000;milch;0;2017-06-15 01:37:17.356;2017-06-15 01:37:17.357
1001;milch;0;2017-06-15 01:37:23.36;2017-06-15 01:37:23.36
1002;milch;0;2017-06-15 01:37:29.363;2017-06-15 01:37:29.363
1003;milch;0;2017-06-15 01:37:35.366;2017-06-15 01:37:35.366
1004;milch;0;2017-06-15 01:37:41.369;2017-06-15 01:37:41.369
1005;milch;0;2017-06-15 01:37:47.372;2017-06-15 01:37:47.373
1006;milch;0;2017-06-15 01:37:53.376;2017-06-15 01:37:53.376
1007;milch;0;2017-06-15 01:37:59.379;2017-06-15 01:37:59.379
1008;milch;0;2017-06-15 01:38:05.382;2017-06-15 01:38:05.382
1009;milch;0;2017-06-15 01:38:11.385;2017-06-15 01:38:11.385
1010;milch;0;2017-06-15 01:38:17.389;2017-06-15 01:38:17.39
1011;milch;0;2017-06-15 01:38:23.394;2017-06-15 01:38:23.394
1012;milch;0;2017-06-15 01:38:29.398;2017-06-15 01:38:29.398
1013;milch;0;2017-06-15 01:38:35.402;2017-06-15 01:38:35.402
1014;milch;0;2017-06-15 01:38:41.405;2017-06-15 01:38:41.405
1015;milch;0;2017-06-15 01:38:47.408;2017-06-15 01:38:47.409
1016;milch;0;2017-06-15 01:38:53.412;2017-06-15 01:38:53.412
1017;milch;0;2017-06-15 01:38:59.415;2017-06-15 01:38:59.415
1018;milch;0;2017-06-15 01:39:05.418;2017-06-15 01:39:05.418
1019;milch;0;2017-06-15 01:39:11.421;2017-06-15 01:39:11.421
1020;milch;0;2017-06-15 01:39:17.423;2017-06-15 01:39:17.424
1021;milch;0;2017-06-15 01:39:23.426;2017-06-15 01:39:23.426
1022;milch;0;2017-06-15 01:39:29.442;2017-06-15 01:39:29.442
1023;milch;0;2017-06-15 01:39:35.445;2017-06-15 01:39:35.445
1024;milch;0;2017-06-15 01:39:41.448;2017-06-15 01:39:41.448
1025;milch;0;2017-06-15 01:39:47.451;2017-06-15 01:39:47.452
1026;milch;0;2017-06-15 01:39:53.454;2017-06-15 01:39:53.454
1027;milch;0;2017-06-15 01:39:59.457;2017-06-15 01:39:59.457
1028;milch;0;2017-06-15 01:40:05.46;2017-06-15 01:40:05.46
1029;milch;0;2017-06-15 01:40:11.473;2017-06-15 01:40:11.473
1030;milch;0;2017-06-15 01:40:17.476;2017-06-15 01:40:17.477
1031;milch;0;2017-06-15 01:40:23.479;2017-06-15 01:40:23.479
1032;milch;0;2017-06-15 01:40:29.505;2017-06-15 01:40:29.505
1033;milch;0;2017-06-15 01:40:35.508;2017-06-15 01:40:35.508
1034;milch;0;2017-06-15 01:40:41.511;2017-06-15 01:40:41.511
1035;milch;0;2017-06-15 01:40:47.536;2017-06-15 01:40:47.537
1036;milch;0;2017-06-15 01:40:53.539;2017-06-15 01:40:53.539
1037;milch;0;2017-06-15 01:40:59.542;2017-06-15 01:40:59.542
1038;milch;0;2017-06-15 01:41:05.545;2017-06-15 01:41:05.545
1039;milch;0;2017-06-15 01:41:11.552;2017-06-15 01:41:11.552
1040;milch;0;2017-06-15 01:41:17.555;2017-06-15 01:41:17.556
1041;milch;0;2017-06-15 01:41:23.558;2017-06-15 01:41:23.558
1042;milch;0;2017-06-15 01:41:29.561;2017-06-15 01:41:29.561
1043;milch;0;2017-06-15 01:41:35.567;2017-06-15 01:41:35.567
1044;milch;0;2017-06-15 01:41:41.571;2017-06-15 01:41:41.571
1045;milch;0;2017-06-15 01:41:47.574;2017-06-15 01:41:47.575
1046;milch;0;2017-06-15 01:41:53.578;2017-06-15 01:41:53.578
1047;milch;0;2017-06-15 01:41:59.581;2017-06-15 01:41:59.581
1048;milch;0;2017-06-15 01:42:05.584;2017-06-15 01:42:05.584
1049;milch;0;2017-06-15 01:42:11.587;2017-06-15 01:42:11.587
1050;milch;0;2017-06-15 01:42:17.59;2017-06-15 01:42:17.591
1051;milch;0;2017-06-15 01:42:23.594;2017-06-15 01:42:23.594
1052;milch;0;2017-06-15 01:42:29.597;2017-06-15 01:42:29.597
1053;milch;0;2017-06-15 01:42:35.602;2017-06-15 01:42:35.602
1054;milch;0;2017-06-15 01:42:41.605;2017-06-15 01:42:41.605
1055;milch;0;2017-06-15 01:42:47.608;2017-06-15 01:42:47.609
1056;milch;0;2017-06-15 01:42:53.612;2017-06-15 01:42:53.612
1057;milch;0;2017-06-15 01:42:59.615;2017-06-15 01:42:59.615
1058;milch;0;2017-06-15 01:43:05.618;2017-06-15 01:43:05.618
1059;milch;0;2017-06-15 01:43:11.621;2017-06-15 01:43:11.621
1060;milch;0;2017-06-15 01:43:17.624;2017-06-15 01:43:17.625
1061;milch;0;2017-06-15 01:43:23.628;2017-06-15 01:43:23.628
1062;milch;0;2017-06-15 01:43:29.631;2017-06-15 01:43:29.631
1063;milch;0;2017-06-15 01:43:35.634;2017-06-15 01:43:35.634
1064;milch;0;2017-06-15 01:43:41.646;2017-06-15 01:43:41.646
1065;milch;0;2017-06-15 01:43:47.649;2017-06-15 01:43:47.65
1066;milch;0;2017-06-15 01:43:53.654;2017-06-15 01:43:53.654
1067;milch;0;2017-06-15 01:43:59.658;2017-06-15 01:43:59.658
1068;milch;0;2017-06-15 01:44:05.662;2017-06-15 01:44:05.662
1069;milch;0;2017-06-15 01:44:11.666;2017-06-15 01:44:11.666
1070;milch;0;2017-06-15 01:44:17.669;2017-06-15 01:44:17.67
1071;milch;0;2017-06-15 01:44:23.672;2017-06-15 01:44:23.672
1072;milch;0;2017-06-15 01:44:29.675;2017-06-15 01:44:29.675
1073;milch;0;2017-06-15 01:44:35.693;2017-06-15 01:44:35.693
1074;milch;0;2017-06-15 01:44:41.696;2017-06-15 01:44:41.696
1075;milch;0;2017-06-15 01:44:47.699;2017-06-15 01:44:47.7
1076;milch;0;2017-06-15 01:44:53.703;2017-06-15 01:44:53.703
1077;milch;0;2017-06-15 01:44:59.705;2017-06-15 01:44:59.705
1078;milch;0;2017-06-15 01:45:05.708;2017-06-15 01:45:05.708
1079;milch;0;2017-06-15 01:45:11.711;2017-06-15 01:45:11.711
1080;milch;0;2017-06-15 01:45:17.714;2017-06-15 01:45:17.715
1081;milch;0;2017-06-15 01:45:23.718;2017-06-15 01:45:23.718
1082;milch;0;2017-06-15 01:45:29.721;2017-06-15 01:45:29.721
1083;milch;0;2017-06-15 01:45:35.724;2017-06-15 01:45:35.724
1084;milch;0;2017-06-15 01:45:41.727;2017-06-15 01:45:41.727
1085;milch;0;2017-06-15 01:45:47.73;2017-06-15 01:45:47.731
1086;milch;0;2017-06-15 01:45:53.733;2017-06-15 01:45:53.733
1087;milch;0;2017-06-15 01:45:59.736;2017-06-15 01:45:59.736
1088;milch;0;2017-06-15 01:46:05.739;2017-06-15 01:46:05.739
1089;milch;0;2017-06-15 01:46:11.741;2017-06-15 01:46:11.741
1090;milch;0;2017-06-15 01:46:17.744;2017-06-15 01:46:17.745
1091;milch;0;2017-06-15 01:46:23.747;2017-06-15 01:46:23.747
1092;milch;0;2017-06-15 01:46:29.75;2017-06-15 01:46:29.75
1093;milch;0;2017-06-15 01:46:35.753;2017-06-15 01:46:35.753
1094;milch;0;2017-06-15 01:46:41.756;2017-06-15 01:46:41.756
1095;milch;0;2017-06-15 01:46:47.758;2017-06-15 01:46:47.759
1096;milch;0;2017-06-15 01:46:53.761;2017-06-15 01:46:53.761
1097;milch;0;2017-06-15 01:46:59.764;2017-06-15 01:46:59.764
1098;milch;0;2017-06-15 01:47:05.767;2017-06-15 01:47:05.767
1099;milch;0;2017-06-15 01:47:11.769;2017-06-15 01:47:11.769
1100;milch;0;2017-06-15 01:47:17.772;2017-06-15 01:47:17.773
1101;milch;0;2017-06-15 01:47:23.775;2017-06-15 01:47:23.775
1102;milch;0;2017-06-15 01:47:29.798;2017-06-15 01:47:29.798
1103;milch;0;2017-06-15 01:47:35.801;2017-06-15 01:47:35.801
1104;milch;0;2017-06-15 01:47:41.803;2017-06-15 01:47:41.803
1105;milch;0;2017-06-15 01:47:47.805;2017-06-15 01:47:47.806
1106;milch;0;2017-06-15 01:47:53.833;2017-06-15 01:47:53.833
1107;milch;0;2017-06-15 01:47:59.835;2017-06-15 01:47:59.835
1108;milch;0;2017-06-15 01:48:05.949;2017-06-15 01:48:05.949
1109;milch;0;2017-06-15 01:48:11.952;2017-06-15 01:48:11.952
1110;milch;0;2017-06-15 01:48:17.954;2017-06-15 01:48:17.955
1111;milch;0;2017-06-15 01:48:23.957;2017-06-15 01:48:23.957
1112;milch;0;2017-06-15 01:48:29.96;2017-06-15 01:48:29.96
1113;milch;0;2017-06-15 01:48:35.986;2017-06-15 01:48:35.986
1114;milch;0;2017-06-15 01:48:41.988;2017-06-15 01:48:41.988
1115;milch;0;2017-06-15 01:48:47.99;2017-06-15 01:48:47.991
1116;milch;0;2017-06-15 01:48:53.993;2017-06-15 01:48:53.993
1117;milch;0;2017-06-15 01:48:59.995;2017-06-15 01:48:59.995
1118;milch;0;2017-06-15 01:49:05.997;2017-06-15 01:49:05.997
1119;milch;0;2017-06-15 01:49:11.999;2017-06-15 01:49:11.999
1120;milch;0;2017-06-15 01:49:18.001;2017-06-15 01:49:18.002
1121;milch;0;2017-06-15 01:49:24.004;2017-06-15 01:49:24.004
1122;milch;0;2017-06-15 01:49:30.006;2017-06-15 01:49:30.006
1123;milch;0;2017-06-15 01:49:36.008;2017-06-15 01:49:36.008
1124;milch;0;2017-06-15 01:49:42.01;2017-06-15 01:49:42.01
1125;milch;0;2017-06-15 01:49:48.012;2017-06-15 01:49:48.013
1126;milch;0;2017-06-15 01:49:54.015;2017-06-15 01:49:54.015
1127;milch;0;2017-06-15 01:50:00.017;2017-06-15 01:50:00.017
1128;milch;0;2017-06-15 01:50:06.02;2017-06-15 01:50:06.02
1129;milch;0;2017-06-15 01:50:12.036;2017-06-15 01:50:12.036
1130;milch;0;2017-06-15 01:50:18.039;2017-06-15 01:50:18.04
1131;milch;0;2017-06-15 01:50:24.042;2017-06-15 01:50:24.042
1132;milch;0;2017-06-15 01:50:30.045;2017-06-15 01:50:30.045
1133;milch;0;2017-06-15 01:50:36.223;2017-06-15 01:50:36.223
1134;milch;0;2017-06-15 01:50:42.225;2017-06-15 01:50:42.225
1135;milch;0;2017-06-15 01:50:48.227;2017-06-15 01:50:48.228
1136;milch;0;2017-06-15 01:50:54.23;2017-06-15 01:50:54.23
1137;milch;0;2017-06-15 01:51:00.232;2017-06-15 01:51:00.232
1138;milch;0;2017-06-15 01:51:06.234;2017-06-15 01:51:06.234
1139;milch;0;2017-06-15 01:51:12.236;2017-06-15 01:51:12.236
1140;milch;0;2017-06-15 01:51:18.24;2017-06-15 01:51:18.241
1141;milch;0;2017-06-15 01:51:24.255;2017-06-15 01:51:24.255
1142;milch;0;2017-06-15 01:51:30.258;2017-06-15 01:51:30.258
1143;milch;0;2017-06-15 01:51:36.261;2017-06-15 01:51:36.261
1144;milch;0;2017-06-15 01:51:42.264;2017-06-15 01:51:42.264
1145;milch;0;2017-06-15 01:51:48.279;2017-06-15 01:51:48.28
1146;milch;0;2017-06-15 01:51:54.283;2017-06-15 01:51:54.283
1147;milch;0;2017-06-15 01:52:00.286;2017-06-15 01:52:00.286
1148;milch;0;2017-06-15 01:52:06.289;2017-06-15 01:52:06.289
1149;milch;0;2017-06-15 01:52:12.292;2017-06-15 01:52:12.292
1150;milch;0;2017-06-15 01:52:18.295;2017-06-15 01:52:18.296
1151;milch;0;2017-06-15 01:52:24.299;2017-06-15 01:52:24.299
1152;milch;0;2017-06-15 01:52:30.302;2017-06-15 01:52:30.302
1153;milch;0;2017-06-15 01:52:36.318;2017-06-15 01:52:36.318
1154;milch;0;2017-06-15 01:52:42.321;2017-06-15 01:52:42.321
1155;milch;0;2017-06-15 01:52:48.324;2017-06-15 01:52:48.325
1156;milch;0;2017-06-15 01:52:54.327;2017-06-15 01:52:54.327
1157;milch;0;2017-06-15 01:53:00.33;2017-06-15 01:53:00.33
1158;milch;0;2017-06-15 01:53:06.333;2017-06-15 01:53:06.333
1159;milch;0;2017-06-15 01:53:12.336;2017-06-15 01:53:12.336
1160;milch;0;2017-06-15 01:53:18.339;2017-06-15 01:53:18.34
1161;milch;0;2017-06-15 01:53:24.343;2017-06-15 01:53:24.343
1162;milch;0;2017-06-15 01:53:30.346;2017-06-15 01:53:30.346
1163;milch;0;2017-06-15 01:53:36.38;2017-06-15 01:53:36.38
1164;milch;0;2017-06-15 01:53:42.383;2017-06-15 01:53:42.383
1165;milch;0;2017-06-15 01:53:48.386;2017-06-15 01:53:48.387
1166;milch;0;2017-06-15 01:53:54.39;2017-06-15 01:53:54.39
1167;milch;0;2017-06-15 01:54:00.394;2017-06-15 01:54:00.394
1168;milch;0;2017-06-15 01:54:06.398;2017-06-15 01:54:06.398
1169;milch;0;2017-06-15 01:54:12.402;2017-06-15 01:54:12.402
1170;milch;0;2017-06-15 01:54:18.404;2017-06-15 01:54:18.405
1171;milch;0;2017-06-15 01:54:24.409;2017-06-15 01:54:24.409
1172;milch;0;2017-06-15 01:54:30.412;2017-06-15 01:54:30.412
1173;milch;0;2017-06-15 01:54:36.415;2017-06-15 01:54:36.415
1174;milch;0;2017-06-15 01:54:42.418;2017-06-15 01:54:42.418
1175;milch;0;2017-06-15 01:54:48.421;2017-06-15 01:54:48.422
1176;milch;0;2017-06-15 01:54:54.443;2017-06-15 01:54:54.443
1177;milch;0;2017-06-15 01:55:00.446;2017-06-15 01:55:00.446
1178;milch;0;2017-06-15 01:55:06.449;2017-06-15 01:55:06.449
1179;milch;0;2017-06-15 01:55:12.451;2017-06-15 01:55:12.451
1180;milch;0;2017-06-15 01:55:18.466;2017-06-15 01:55:18.467
1181;milch;0;2017-06-15 01:55:24.468;2017-06-15 01:55:24.468
1182;milch;0;2017-06-15 01:55:30.471;2017-06-15 01:55:30.471
1183;milch;0;2017-06-15 01:55:36.474;2017-06-15 01:55:36.474
1184;milch;0;2017-06-15 01:55:42.477;2017-06-15 01:55:42.477
1185;milch;0;2017-06-15 01:55:48.48;2017-06-15 01:55:48.481
1186;milch;0;2017-06-15 01:55:54.483;2017-06-15 01:55:54.483
1187;milch;0;2017-06-15 01:56:00.486;2017-06-15 01:56:00.486
1188;milch;0;2017-06-15 01:56:06.489;2017-06-15 01:56:06.489
1189;milch;0;2017-06-15 01:56:12.492;2017-06-15 01:56:12.492
1190;milch;0;2017-06-15 01:56:18.495;2017-06-15 01:56:18.496
1191;milch;0;2017-06-15 01:56:24.498;2017-06-15 01:56:24.498
1192;milch;0;2017-06-15 01:56:30.501;2017-06-15 01:56:30.501
1193;milch;0;2017-06-15 01:56:36.504;2017-06-15 01:56:36.504
1194;milch;0;2017-06-15 01:56:42.507;2017-06-15 01:56:42.507
1195;milch;0;2017-06-15 01:56:48.511;2017-06-15 01:56:48.512
1196;milch;0;2017-06-15 01:56:54.515;2017-06-15 01:56:54.515
1197;milch;0;2017-06-15 01:57:00.519;2017-06-15 01:57:00.519
1198;milch;0;2017-06-15 01:57:06.523;2017-06-15 01:57:06.523
1199;milch;0;2017-06-15 01:57:12.527;2017-06-15 01:57:12.527
1200;milch;0;2017-06-15 01:57:18.53;2017-06-15 01:57:18.531
1201;milch;0;2017-06-15 01:57:24.546;2017-06-15 01:57:24.546
1202;milch;0;2017-06-15 01:57:30.55;2017-06-15 01:57:30.55
1203;milch;0;2017-06-15 01:57:36.553;2017-06-15 01:57:36.553
1204;milch;0;2017-06-15 01:57:42.556;2017-06-15 01:57:42.556
1205;milch;0;2017-06-15 01:57:48.568;2017-06-15 01:57:48.569
1206;milch;0;2017-06-15 01:57:54.572;2017-06-15 01:57:54.572
1207;milch;0;2017-06-15 01:58:00.575;2017-06-15 01:58:00.575
1208;milch;0;2017-06-15 01:58:06.584;2017-06-15 01:58:06.584
1209;milch;0;2017-06-15 01:58:12.586;2017-06-15 01:58:12.586
1210;milch;0;2017-06-15 01:58:18.589;2017-06-15 01:58:18.59
1211;milch;0;2017-06-15 01:58:24.592;2017-06-15 01:58:24.592
1212;milch;0;2017-06-15 01:58:30.595;2017-06-15 01:58:30.595
1213;milch;0;2017-06-15 01:58:36.598;2017-06-15 01:58:36.598
1214;milch;0;2017-06-15 01:58:42.601;2017-06-15 01:58:42.601
1215;milch;0;2017-06-15 01:58:48.604;2017-06-15 01:58:48.605
1216;milch;0;2017-06-15 01:58:54.607;2017-06-15 01:58:54.607
1217;milch;0;2017-06-15 01:59:00.61;2017-06-15 01:59:00.61
1218;milch;0;2017-06-15 01:59:06.613;2017-06-15 01:59:06.613
1219;milch;0;2017-06-15 01:59:12.616;2017-06-15 01:59:12.616
1220;milch;0;2017-06-15 01:59:18.619;2017-06-15 01:59:18.62
1221;milch;0;2017-06-15 01:59:24.622;2017-06-15 01:59:24.622
1222;milch;0;2017-06-15 01:59:30.625;2017-06-15 01:59:30.625
1223;milch;0;2017-06-15 01:59:36.628;2017-06-15 01:59:36.628
1224;milch;0;2017-06-15 01:59:42.631;2017-06-15 01:59:42.631
1225;milch;0;2017-06-15 01:59:48.633;2017-06-15 01:59:48.634
1226;milch;0;2017-06-15 01:59:54.636;2017-06-15 01:59:54.636
1227;milch;0;2017-06-15 02:00:00.639;2017-06-15 02:00:00.639
1228;milch;0;2017-06-15 02:00:06.642;2017-06-15 02:00:06.642
1229;milch;0;2017-06-15 02:00:12.645;2017-06-15 02:00:12.645
1230;milch;0;2017-06-15 02:00:18.647;2017-06-15 02:00:18.648
1231;milch;0;2017-06-15 02:00:24.65;2017-06-15 02:00:24.65
1232;milch;0;2017-06-15 02:00:30.653;2017-06-15 02:00:30.653
1233;milch;0;2017-06-15 02:00:36.655;2017-06-15 02:00:36.655
1234;milch;0;2017-06-15 02:00:42.657;2017-06-15 02:00:42.657
1235;milch;0;2017-06-15 02:00:48.659;2017-06-15 02:00:48.66
1236;milch;0;2017-06-15 02:00:54.662;2017-06-15 02:00:54.662
1237;milch;0;2017-06-15 02:01:00.664;2017-06-15 02:01:00.664
1238;milch;0;2017-06-15 02:01:06.677;2017-06-15 02:01:06.677
1239;milch;0;2017-06-15 02:01:12.679;2017-06-15 02:01:12.679
1240;milch;0;2017-06-15 02:01:18.704;2017-06-15 02:01:18.705
1241;milch;0;2017-06-15 02:01:24.707;2017-06-15 02:01:24.707
1242;milch;0;2017-06-15 02:01:30.709;2017-06-15 02:01:30.709
1243;milch;0;2017-06-15 02:01:36.711;2017-06-15 02:01:36.711
1244;milch;0;2017-06-15 02:01:42.713;2017-06-15 02:01:42.713
1245;milch;0;2017-06-15 02:01:48.715;2017-06-15 02:01:48.716
1246;milch;0;2017-06-15 02:01:54.718;2017-06-15 02:01:54.718
1247;milch;0;2017-06-15 02:02:00.72;2017-06-15 02:02:00.72
1248;milch;0;2017-06-15 02:02:06.722;2017-06-15 02:02:06.722
1249;milch;0;2017-06-15 02:02:12.724;2017-06-15 02:02:12.724
1250;milch;0;2017-06-15 02:02:18.726;2017-06-15 02:02:18.727
1251;milch;0;2017-06-15 02:02:24.729;2017-06-15 02:02:24.729
1252;milch;0;2017-06-15 02:02:30.732;2017-06-15 02:02:30.732
1253;milch;0;2017-06-15 02:02:36.742;2017-06-15 02:02:36.742
1254;milch;0;2017-06-15 02:02:42.744;2017-06-15 02:02:42.744
1255;milch;0;2017-06-15 02:02:48.747;2017-06-15 02:02:48.748
1256;milch;0;2017-06-15 02:02:54.771;2017-06-15 02:02:54.771
1257;milch;0;2017-06-15 02:03:00.786;2017-06-15 02:03:00.786
1258;milch;0;2017-06-15 02:03:06.789;2017-06-15 02:03:06.789
1259;milch;0;2017-06-15 02:03:12.792;2017-06-15 02:03:12.792
1260;milch;0;2017-06-15 02:03:18.795;2017-06-15 02:03:18.796
1261;milch;0;2017-06-15 02:03:24.799;2017-06-15 02:03:24.799
1262;milch;0;2017-06-15 02:03:30.802;2017-06-15 02:03:30.802
1263;milch;0;2017-06-15 02:03:36.805;2017-06-15 02:03:36.805
1264;milch;0;2017-06-15 02:03:42.808;2017-06-15 02:03:42.808
1265;milch;0;2017-06-15 02:03:48.811;2017-06-15 02:03:48.812
1266;milch;0;2017-06-15 02:03:54.815;2017-06-15 02:03:54.815
1267;milch;0;2017-06-15 02:04:00.818;2017-06-15 02:04:00.818
1268;milch;0;2017-06-15 02:04:06.821;2017-06-15 02:04:06.821
1269;milch;0;2017-06-15 02:04:12.824;2017-06-15 02:04:12.824
1270;milch;0;2017-06-15 02:04:18.827;2017-06-15 02:04:18.828
1271;milch;0;2017-06-15 02:04:24.849;2017-06-15 02:04:24.849
1272;milch;0;2017-06-15 02:04:30.852;2017-06-15 02:04:30.852
1273;milch;0;2017-06-15 02:04:36.855;2017-06-15 02:04:36.855
1274;milch;0;2017-06-15 02:04:42.858;2017-06-15 02:04:42.858
1275;milch;0;2017-06-15 02:04:48.861;2017-06-15 02:04:48.862
1276;milch;0;2017-06-15 02:04:54.865;2017-06-15 02:04:54.865
1277;milch;0;2017-06-15 02:05:00.868;2017-06-15 02:05:00.868
1278;milch;0;2017-06-15 02:05:06.871;2017-06-15 02:05:06.871
1279;milch;0;2017-06-15 02:05:12.874;2017-06-15 02:05:12.874
